Customer ID,last_purchase,frequency,monetary,recency,R,F,M,RFM_score,RFM_total,Segment
13999,2011-11-29 13:40:00,29,9502.26,10,4,4,4,444,12,Champion
14000,2011-05-12 16:50:00,5,2046.3400000000001,211,2,3,3,233,8,Cannot Lose
14001,2011-10-25 10:31:00,9,4530.09,46,3,4,4,344,11,Loyal
14002,2011-07-28 15:55:00,2,529.73,134,2,2,2,222,6,Hibernating
14003,2009-12-07 08:53:00,1,209.41,733,1,1,1,111,3,Lost
14004,2011-10-27 14:40:00,11,6258.45,43,3,4,4,344,11,Loyal
14005,2011-11-30 12:41:00,5,2874.72,10,4,3,4,434,11,Champion
14006,2011-08-16 09:39:00,7,2196.67,116,2,3,3,233,8,Cannot Lose
14007,2010-07-15 09:06:00,1,79.48,513,1,1,1,111,3,Lost
14008,2010-10-03 13:09:00,1,509.04,432,1,1,2,112,4,Lost
14009,2011-05-25 15:47:00,3,1099.91,198,2,2,3,223,7,Hibernating
14010,2010-05-23 13:00:00,2,445.15,565,1,2,2,122,5,Lost
14011,2010-08-16 15:31:00,2,457.82,480,1,2,2,122,5,Lost
14012,2011-03-07 12:26:00,1,328.8,278,2,1,1,211,4,Hibernating
14013,2011-08-21 15:01:00,5,1084.57,110,2,3,3,233,8,Cannot Lose
14014,2011-09-23 13:18:00,3,1948.21,77,3,2,3,323,8,Potential Loyal
14015,2011-10-18 10:02:00,1,917.34,53,3,1,3,313,7,Lost
14017,2010-05-17 14:52:00,1,229.75,571,1,1,1,111,3,Lost
14018,2010-03-04 14:23:00,1,367.15000000000003,645,1,1,2,112,4,Lost
14019,2011-10-24 10:13:00,3,1421.61,47,3,2,3,323,8,Potential Loyal
14020,2011-11-23 09:22:00,4,1249.01,17,4,3,3,433,10,Champion
14021,2011-07-07 15:46:00,7,1716.58,155,2,3,3,233,8,Cannot Lose
14022,2011-04-28 14:39:00,2,792.15,225,2,2,2,222,6,Hibernating
14023,2011-12-02 13:58:00,2,584.07,7,4,2,2,422,8,Potential Loyal
14024,2011-08-10 11:30:00,3,645.74,122,2,2,2,222,6,Hibernating
14025,2010-09-01 10:11:00,8,4057.9,465,1,4,4,144,9,Cannot Lose
14026,2010-08-26 10:31:00,2,713.11,471,1,2,2,122,5,Lost
14027,2011-10-10 09:01:00,1,104.82,61,3,1,1,311,5,Lost
14028,2010-06-07 13:33:00,3,10396.5,550,1,2,4,124,7,Lost
14029,2011-10-07 14:46:00,2,467.66,63,3,2,2,322,7,Potential Loyal
14030,2011-11-21 16:48:00,20,8262.29,18,4,4,4,444,12,Champion
14031,2011-12-02 17:13:00,44,40999.17,7,4,4,4,444,12,Champion
14032,2011-12-07 15:23:00,16,4850.2699999999995,2,4,4,4,444,12,Champion
14033,2010-06-02 15:10:00,1,109.44,555,1,1,1,111,3,Lost
14034,2011-11-17 14:02:00,3,651.8199999999999,22,4,2,2,422,8,Potential Loyal
14035,2011-11-11 10:03:00,9,2856.72,29,3,4,4,344,11,Loyal
14036,2011-02-28 09:26:00,1,626.65,285,2,1,2,212,5,Hibernating
14037,2011-06-16 13:57:00,6,836.95,176,2,3,2,232,7,At Risk
14038,2011-09-22 13:37:00,5,3069.88,78,3,3,4,334,10,Loyal
14039,2011-11-06 13:48:00,2,267.28000000000003,33,3,2,1,321,6,Potential Loyal
14040,2011-10-30 12:42:00,35,12645.57,41,3,4,4,344,11,Loyal
14041,2011-03-18 13:25:00,1,141.41,266,2,1,1,211,4,Hibernating
14042,2009-12-14 15:07:00,1,431.98,725,1,1,2,112,4,Lost
14043,2010-08-05 18:18:00,2,304.25,491,1,2,1,121,4,Lost
14044,2011-11-13 12:05:00,10,3123.1,27,3,4,4,344,11,Loyal
14045,2011-08-22 15:27:00,16,11313.029999999999,109,2,4,4,244,10,Cannot Lose
14046,2011-02-28 14:48:00,1,154.99,284,2,1,1,211,4,Hibernating
14047,2011-12-01 11:43:00,14,4255.03,9,4,4,4,444,12,Champion
14048,2011-02-07 14:53:00,3,748.69,305,2,2,2,222,6,Hibernating
14049,2011-11-23 12:20:00,13,13239.03,17,4,4,4,444,12,Champion
14050,2011-11-08 10:00:00,2,746.36,32,3,2,2,322,7,Potential Loyal
14051,2011-12-09 10:20:00,37,22434.0,1,4,4,4,444,12,Champion
14052,2011-11-20 12:30:00,2,480.81,20,4,2,2,422,8,Potential Loyal
14053,2011-08-07 14:27:00,4,572.3,124,2,3,2,232,7,At Risk
14054,2011-10-05 15:49:00,1,92.46,65,3,1,1,311,5,Lost
14055,2011-08-25 15:04:00,3,1520.96,106,2,2,3,223,7,Hibernating
14056,2011-12-08 13:36:00,23,8214.65,1,4,4,4,444,12,Champion
14057,2011-11-16 10:32:00,22,8408.84,24,4,4,4,444,12,Champion
14058,2010-09-03 09:31:00,2,469.19,463,1,2,2,122,5,Lost
14059,2011-03-18 10:06:00,1,183.6,267,2,1,1,211,4,Hibernating
14060,2011-12-05 12:29:00,30,9519.08,5,4,4,4,444,12,Champion
14061,2010-07-20 17:22:00,3,917.4300000000001,507,1,2,3,123,6,Lost
14062,2011-11-30 10:04:00,24,25604.2,10,4,4,4,444,12,Champion
14063,2010-09-27 16:18:00,9,22710.2,438,1,4,4,144,9,Cannot Lose
14064,2011-11-10 13:14:00,15,3332.42,29,3,4,4,344,11,Loyal
14065,2010-11-15 16:13:00,3,891.02,389,1,2,3,123,6,Lost
14066,2011-03-18 12:21:00,1,152.55,267,2,1,1,211,4,Hibernating
14067,2011-10-07 10:21:00,2,374.7,64,3,2,2,322,7,Potential Loyal
14068,2011-01-23 16:02:00,4,1528.3700000000001,320,2,3,3,233,8,Cannot Lose
14069,2010-07-13 12:12:00,2,230.06,515,1,2,1,121,4,Lost
14070,2010-01-24 12:27:00,1,326.55,685,1,1,1,111,3,Lost
14071,2011-12-06 12:27:00,8,1438.82,4,4,4,3,443,11,Champion
14072,2010-02-11 12:31:00,1,390.85,667,1,1,2,112,4,Lost
14073,2011-11-07 15:49:00,1,151.04,32,3,1,1,311,5,Lost
14074,2010-03-26 13:55:00,1,219.39999999999998,623,1,1,1,111,3,Lost
14075,2011-12-05 08:38:00,6,1734.87,5,4,3,3,433,10,Champion
14076,2011-08-02 15:19:00,1,122.47,129,2,1,1,211,4,Hibernating
14077,2011-10-30 12:35:00,6,615.0799999999999,41,3,3,2,332,8,Loyal
14078,2011-08-30 12:16:00,9,1692.6299999999999,102,2,4,3,243,9,Cannot Lose
14079,2011-08-07 12:10:00,2,618.73,125,2,2,2,222,6,Hibernating
14080,2011-11-07 11:09:00,5,1115.68,33,3,3,3,333,9,Loyal
14081,2011-02-10 16:17:00,10,5370.1,302,2,4,4,244,10,Cannot Lose
14082,2010-12-10 11:02:00,2,413.36,365,2,2,2,222,6,Hibernating
14083,2011-12-05 13:14:00,11,1407.26,4,4,4,3,443,11,Champion
14084,2010-07-15 14:36:00,1,150.5,512,1,1,1,111,3,Lost
14085,2011-12-07 13:46:00,33,10104.97,2,4,4,4,444,12,Champion
14086,2010-09-03 10:52:00,1,39.95,463,1,1,1,111,3,Lost
14087,2011-12-07 12:41:00,3,846.22,3,4,2,2,422,8,Potential Loyal
14088,2011-11-29 16:16:00,16,64036.8,10,4,4,4,444,12,Champion
14089,2011-10-14 10:38:00,1,161.0,57,3,1,1,311,5,Lost
14090,2011-01-19 10:51:00,1,76.32000000000001,325,2,1,1,211,4,Hibernating
14091,2010-02-23 15:17:00,2,9530.08,654,1,2,4,124,7,Lost
14092,2011-12-02 12:13:00,24,7229.45,8,4,4,4,444,12,Champion
14093,2011-11-27 16:27:00,1,442.85,12,4,1,2,412,7,New Customer
14094,2010-09-26 11:58:00,1,335.22,440,1,1,1,111,3,Lost
14095,2009-12-17 12:49:00,1,2.95,723,1,1,1,111,3,Lost
14096,2011-12-05 17:17:00,17,65164.79,4,4,4,4,444,12,Champion
14097,2010-08-15 14:20:00,2,422.85999999999996,481,1,2,2,122,5,Lost
14098,2011-11-03 10:13:00,1,147.35,37,3,1,1,311,5,Lost
14099,2011-11-23 13:53:00,20,5765.71,16,4,4,4,444,12,Champion
14100,2011-07-25 11:01:00,1,194.9,138,2,1,1,211,4,Hibernating
14101,2011-09-27 12:28:00,13,9961.93,74,3,4,4,344,11,Loyal
14102,2011-12-04 15:38:00,5,1360.28,5,4,3,3,433,10,Champion
14104,2011-07-08 12:50:00,5,771.5799999999999,154,2,3,2,232,7,At Risk
14105,2011-04-14 17:58:00,5,5988.83,239,2,3,4,234,9,Cannot Lose
14106,2009-12-02 14:09:00,1,214.79999999999998,737,1,1,1,111,3,Lost
14107,2011-10-19 12:12:00,11,4877.3,52,3,4,4,344,11,Loyal
14108,2011-11-09 10:41:00,4,1044.96,31,3,3,3,333,9,Loyal
14109,2011-09-28 10:18:00,1,144.2,73,3,1,1,311,5,Lost
14110,2011-12-06 12:26:00,33,12987.95,4,4,4,4,444,12,Champion
14111,2011-11-25 13:44:00,4,692.85,14,4,3,2,432,9,Champion
14112,2011-11-17 12:30:00,13,5834.59,23,4,4,4,444,12,Champion
14113,2011-12-06 12:18:00,16,7092.610000000001,4,4,4,4,444,12,Champion
14114,2011-03-11 09:42:00,7,1364.09,274,2,3,3,233,8,Cannot Lose
14115,2010-07-26 12:36:00,2,622.6700000000001,502,1,2,2,122,5,Lost
14116,2011-11-20 10:29:00,5,1382.74,20,4,3,3,433,10,Champion
14117,2011-07-19 09:49:00,1,90.0,144,2,1,1,211,4,Hibernating
14118,2010-10-07 11:59:00,1,458.45,429,1,1,2,112,4,Lost
14119,2010-11-29 10:33:00,2,183.37,376,2,2,1,221,5,Hibernating
14121,2011-12-06 12:19:00,4,2780.15,4,4,3,4,434,11,Champion
14122,2010-10-29 15:11:00,3,362.42,406,1,2,2,122,5,Lost
14123,2009-12-06 15:35:00,1,436.18,733,1,1,2,112,4,Lost
14124,2011-09-16 13:32:00,1,419.58000000000004,84,3,1,2,312,6,Lost
14125,2011-11-29 12:47:00,3,2740.43,11,4,2,4,424,10,Potential Loyal
14126,2011-12-02 11:45:00,4,1172.46,8,4,3,3,433,10,Champion
14127,2011-08-09 10:49:00,6,1900.0800000000002,123,2,3,3,233,8,Cannot Lose
14128,2011-10-10 12:00:00,3,924.21,61,3,2,3,323,8,Potential Loyal
14129,2011-12-08 11:02:00,9,2591.34,2,4,4,4,444,12,Champion
14130,2011-01-24 16:05:00,4,1882.67,319,2,3,3,233,8,Cannot Lose
14131,2010-03-01 11:59:00,1,187.87,649,1,1,1,111,3,Lost
14132,2011-12-07 13:35:00,11,3586.0299999999997,2,4,4,4,444,12,Champion
14133,2011-08-02 11:34:00,4,911.14,130,2,3,3,233,8,Cannot Lose
14134,2010-11-22 12:26:00,15,11123.35,383,1,4,4,144,9,Cannot Lose
14135,2011-12-08 11:38:00,24,9643.92,2,4,4,4,444,12,Champion
14136,2010-11-04 11:53:00,5,1570.81,401,1,3,3,133,7,Cannot Lose
14137,2010-01-13 12:30:00,1,332.7,696,1,1,1,111,3,Lost
14138,2011-12-08 12:44:00,2,982.3800000000001,2,4,2,3,423,9,Potential Loyal
14139,2011-10-24 13:34:00,4,1086.8,46,3,3,3,333,9,Loyal
14140,2011-12-06 09:05:00,2,935.05,4,4,2,3,423,9,Potential Loyal
14141,2011-12-07 09:53:00,4,915.13,3,4,3,3,433,10,Champion
14142,2010-12-01 16:33:00,2,983.15,373,2,2,3,223,7,Hibernating
14143,2011-07-29 09:48:00,1,115.8,134,2,1,1,211,4,Hibernating
14144,2010-08-10 15:17:00,1,30.599999999999998,486,1,1,1,111,3,Lost
14145,2011-10-24 12:10:00,7,7600.05,47,3,3,4,334,10,Loyal
14146,2011-12-01 10:18:00,12,9450.3,9,4,4,4,444,12,Champion
14147,2011-09-22 18:10:00,9,2590.2,78,3,4,4,344,11,Loyal
14148,2011-04-20 12:02:00,2,466.29,234,2,2,2,222,6,Hibernating
14149,2011-05-03 09:44:00,1,446.62,221,2,1,2,212,5,Hibernating
14150,2011-11-04 10:05:00,2,658.64,36,3,2,2,322,7,Potential Loyal
14151,2010-02-04 15:35:00,2,679.45,673,1,2,2,122,5,Lost
14152,2011-09-25 12:54:00,7,1997.3400000000001,75,3,3,3,333,9,Loyal
14153,2010-08-13 14:35:00,1,233.4,483,1,1,1,111,3,Lost
14154,2011-04-14 16:26:00,8,6460.7,239,2,4,4,244,10,Cannot Lose
14155,2011-03-18 14:13:00,1,118.75,266,2,1,1,211,4,Hibernating
14157,2011-11-20 11:32:00,5,1002.78,20,4,3,3,433,10,Champion
14158,2011-10-30 15:08:00,1,507.66,40,3,1,2,312,6,Lost
14159,2011-11-20 12:36:00,20,7938.01,20,4,4,4,444,12,Champion
14160,2010-04-08 14:30:00,7,8421.47,610,1,3,4,134,8,Cannot Lose
14161,2011-05-08 11:41:00,7,3318.88,216,2,3,4,234,9,Cannot Lose
14162,2011-06-19 11:36:00,2,289.36,174,2,2,1,221,5,Hibernating
14163,2011-09-13 15:18:00,5,2594.62,87,3,3,4,334,10,Loyal
14164,2011-09-30 12:24:00,2,1631.77,71,3,2,3,323,8,Potential Loyal
14165,2011-03-09 12:39:00,1,122.53999999999999,276,2,1,1,211,4,Hibernating
14166,2010-07-22 19:42:00,2,256.85,505,1,2,1,121,4,Lost
14167,2011-10-31 14:29:00,8,1296.49,39,3,4,3,343,10,Loyal
14168,2010-10-15 10:49:00,2,370.45,421,1,2,2,122,5,Lost
14169,2010-10-05 08:45:00,2,624.4300000000001,431,1,2,2,122,5,Lost
14170,2010-11-29 13:10:00,3,597.33,375,2,2,2,222,6,Hibernating
14171,2011-09-02 16:43:00,2,498.79,98,3,2,2,322,7,Potential Loyal
14172,2010-04-13 13:26:00,3,402.72,605,1,2,2,122,5,Lost
14173,2011-11-29 11:54:00,6,586.0,11,4,3,2,432,9,Champion
14174,2011-11-06 13:17:00,1,134.46,33,3,1,1,311,5,Lost
14175,2011-10-11 11:55:00,8,7678.88,60,3,4,4,344,11,Loyal
14176,2011-02-15 13:12:00,5,916.01,297,2,3,3,233,8,Cannot Lose
14177,2011-09-14 15:11:00,13,2229.34,86,3,4,4,344,11,Loyal
14178,2011-12-01 12:01:00,7,1620.93,9,4,3,3,433,10,Champion
14179,2011-10-30 12:07:00,2,719.78,41,3,2,2,322,7,Potential Loyal
14180,2011-11-29 10:56:00,33,6319.25,11,4,4,4,444,12,Champion
14181,2010-10-25 08:27:00,2,310.55,411,1,2,1,121,4,Lost
14182,2010-09-22 11:45:00,4,678.77,444,1,3,2,132,6,At Risk
14183,2010-10-24 14:45:00,2,286.29,411,1,2,1,121,4,Lost
14184,2011-10-04 12:43:00,1,452.89,67,3,1,2,312,6,Lost
14185,2011-01-12 13:52:00,1,197.65,331,2,1,1,211,4,Hibernating
14186,2010-10-08 13:30:00,5,1550.63,427,1,3,3,133,7,Cannot Lose
14187,2010-08-23 12:06:00,1,123.5,474,1,1,1,111,3,Lost
14188,2011-11-09 12:45:00,6,2054.36,31,3,3,3,333,9,Loyal
14189,2011-12-07 15:55:00,16,5814.39,2,4,4,4,444,12,Champion
14190,2010-02-11 14:27:00,1,79.9,666,1,1,1,111,3,Lost
14191,2011-12-08 09:23:00,15,4817.66,2,4,4,4,444,12,Champion
14192,2010-11-16 17:44:00,1,293.74,388,1,1,1,111,3,Lost
14193,2011-10-03 09:34:00,3,1210.19,68,3,2,3,323,8,Potential Loyal
14194,2011-12-05 10:38:00,36,18670.59,5,4,4,4,444,12,Champion
14195,2011-05-22 10:29:00,6,2615.6,202,2,3,4,234,9,Cannot Lose
14196,2011-08-25 10:25:00,1,335.52,107,2,1,1,211,4,Hibernating
14197,2010-10-25 10:01:00,1,390.05,411,1,1,2,112,4,Lost
14198,2011-11-21 16:35:00,9,1569.73,18,4,4,3,443,11,Champion
14199,2011-05-05 13:44:00,4,1091.7,218,2,3,3,233,8,Cannot Lose
14200,2010-04-01 13:01:00,1,379.2,617,1,1,2,112,4,Lost
14201,2011-10-10 13:27:00,10,1193.54,60,3,4,3,343,10,Loyal
14202,2010-11-23 17:13:00,3,847.76,381,2,2,2,222,6,Hibernating
14203,2010-11-07 13:35:00,1,339.34,397,1,1,2,112,4,Lost
14204,2011-12-07 13:38:00,4,1062.96,2,4,3,3,433,10,Champion
14205,2011-11-23 10:55:00,9,2414.2,17,4,4,4,444,12,Champion
14206,2011-04-14 16:38:00,3,1185.01,239,2,2,3,223,7,Hibernating
14207,2010-01-21 09:33:00,1,157.8,688,1,1,1,111,3,Lost
14208,2011-09-06 12:48:00,2,567.05,95,3,2,2,322,7,Potential Loyal
14209,2011-11-29 10:18:00,15,4993.27,11,4,4,4,444,12,Champion
14210,2011-08-26 12:36:00,16,5861.52,106,2,4,4,244,10,Cannot Lose
14211,2011-10-17 13:23:00,18,4402.29,53,3,4,4,344,11,Loyal
14212,2011-09-11 12:45:00,2,2190.14,90,3,2,3,323,8,Potential Loyal
14213,2010-10-31 10:37:00,1,1192.2,405,1,1,3,113,5,Lost
14214,2011-11-09 10:31:00,5,1004.38,31,3,3,3,333,9,Loyal
14215,2011-11-28 12:19:00,9,3416.33,12,4,4,4,444,12,Champion
14216,2011-12-06 14:56:00,5,2150.04,3,4,3,3,433,10,Champion
14217,2011-12-08 11:53:00,23,3416.89,2,4,4,4,444,12,Champion
14218,2011-10-28 10:00:00,1,169.48000000000002,43,3,1,1,311,5,Lost
14219,2011-12-05 16:23:00,3,633.83,4,4,2,2,422,8,Potential Loyal
14220,2011-04-06 13:23:00,4,1515.0,247,2,3,3,233,8,Cannot Lose
14221,2011-10-28 13:42:00,17,6517.49,42,3,4,4,344,11,Loyal
14222,2011-06-15 16:42:00,1,683.17,177,2,1,2,212,5,Hibernating
14223,2011-09-08 13:38:00,3,991.13,92,3,2,3,323,8,Potential Loyal
14224,2011-08-21 13:24:00,9,1897.9,110,2,4,3,243,9,Cannot Lose
14225,2010-10-01 10:32:00,4,2037.02,435,1,3,3,133,7,Cannot Lose
14226,2011-11-11 11:34:00,6,3002.53,29,3,3,4,334,10,Loyal
14227,2011-11-13 15:48:00,15,6368.71,26,4,4,4,444,12,Champion
14228,2010-09-28 09:45:00,3,745.5,438,1,2,2,122,5,Lost
14229,2011-10-19 10:04:00,7,2594.04,52,3,3,4,334,10,Loyal
14230,2010-09-30 09:07:00,3,979.8000000000001,436,1,2,3,123,6,Lost
14231,2011-06-09 11:05:00,4,1235.6200000000001,184,2,3,3,233,8,Cannot Lose
14232,2011-10-28 11:09:00,5,2048.07,43,3,3,3,333,9,Loyal
14233,2011-10-21 15:54:00,7,2904.27,49,3,3,4,334,10,Loyal
14234,2011-11-17 17:53:00,4,775.46,22,4,3,2,432,9,Champion
14235,2011-09-25 14:37:00,9,4717.99,75,3,4,4,344,11,Loyal
14236,2011-09-20 09:13:00,5,1744.64,81,3,3,3,333,9,Loyal
14237,2010-12-01 13:20:00,2,632.14,373,2,2,2,222,6,Hibernating
14238,2011-01-17 14:40:00,3,434.23,326,2,2,2,222,6,Hibernating
14239,2011-10-27 14:40:00,21,4263.17,43,3,4,4,344,11,Loyal
14240,2011-11-09 13:45:00,3,1247.49,30,3,2,3,323,8,Potential Loyal
14241,2011-06-09 11:46:00,2,333.70000000000005,184,2,2,1,221,5,Hibernating
14242,2011-04-19 11:46:00,2,280.55,235,2,2,1,221,5,Hibernating
14243,2011-12-01 11:12:00,17,7431.05,9,4,4,4,444,12,Champion
14244,2010-02-17 11:40:00,1,366.41999999999996,661,1,1,2,112,4,Lost
14245,2011-05-04 08:40:00,2,1693.45,220,2,2,3,223,7,Hibernating
14246,2011-08-21 11:50:00,3,1474.06,111,2,2,3,223,7,Hibernating
14247,2011-03-06 15:21:00,5,772.66,278,2,3,2,232,7,At Risk
14248,2011-01-25 14:45:00,3,1032.95,318,2,2,3,223,7,Hibernating
14249,2010-10-25 12:34:00,12,5625.461,411,1,4,4,144,9,Cannot Lose
14250,2011-12-02 14:30:00,3,1904.05,7,4,2,3,423,9,Potential Loyal
14251,2011-12-08 08:32:00,5,2879.7000000000003,2,4,3,4,434,11,Champion
14252,2010-11-23 13:36:00,1,350.99,381,2,1,2,212,5,Hibernating
14253,2010-08-03 14:55:00,2,363.40000000000003,493,1,2,2,122,5,Lost
14254,2010-10-03 11:52:00,1,601.03,433,1,1,2,112,4,Lost
14255,2010-06-11 15:54:00,1,1000.63,546,1,1,3,113,5,Lost
14256,2011-03-24 13:17:00,5,2473.9900000000002,260,2,3,4,234,9,Cannot Lose
14257,2011-10-06 16:54:00,9,5954.45,64,3,4,4,344,11,Loyal
14258,2011-11-30 15:27:00,25,32051.34,9,4,4,4,444,12,Champion
14259,2011-07-21 10:44:00,1,120.0,142,2,1,1,211,4,Hibernating
14260,2010-08-25 14:55:00,3,824.28,471,1,2,2,122,5,Lost
14261,2011-10-20 10:04:00,2,1163.45,51,3,2,3,323,8,Potential Loyal
14262,2011-12-01 14:17:00,8,2618.23,8,4,4,4,444,12,Champion
14263,2010-10-12 14:09:00,1,322.93,423,1,1,1,111,3,Lost
14264,2011-07-08 10:20:00,6,1517.3600000000001,155,2,3,3,233,8,Cannot Lose
14266,2010-10-07 13:32:00,1,40.56,428,1,1,1,111,3,Lost
14267,2011-06-30 10:09:00,3,1516.24,163,2,2,3,223,7,Hibernating
14268,2010-08-26 10:45:00,1,354.85,471,1,1,2,112,4,Lost
14269,2010-09-26 12:53:00,1,295.73,439,1,1,1,111,3,Lost
14270,2011-01-12 09:33:00,1,492.65000000000003,332,2,1,2,212,5,Hibernating
14271,2011-04-28 12:47:00,2,219.13,226,2,2,1,221,5,Hibernating
14272,2011-09-27 10:08:00,4,920.81,74,3,3,3,333,9,Loyal
14273,2011-10-19 13:20:00,4,559.97,51,3,3,2,332,8,Loyal
14274,2010-01-22 12:51:00,1,256.6,686,1,1,1,111,3,Lost
14275,2010-11-09 09:06:00,6,1189.3799999999999,396,1,3,3,133,7,Cannot Lose
14276,2011-09-02 09:45:00,7,2102.68,99,2,3,3,233,8,Cannot Lose
14278,2010-10-26 12:07:00,1,205.83,410,1,1,1,111,3,Lost
14279,2010-07-07 08:42:00,2,191.86,521,1,2,1,121,4,Lost
14280,2011-05-27 10:37:00,1,134.04,197,2,1,1,211,4,Hibernating
14281,2010-10-27 14:45:00,1,245.15,408,1,1,1,111,3,Lost
14282,2011-12-06 17:04:00,25,7849.66,3,4,4,4,444,12,Champion
14283,2010-09-02 14:46:00,4,628.4399999999999,463,1,3,2,132,6,At Risk
14284,2011-11-09 08:11:00,3,1299.65,31,3,2,3,323,8,Potential Loyal
14285,2011-11-18 14:50:00,8,3284.42,21,4,4,4,444,12,Champion
14286,2011-11-16 10:34:00,7,8479.76,24,4,3,4,434,11,Champion
14287,2011-12-01 13:25:00,3,176.63,8,4,2,1,421,7,Potential Loyal
14288,2011-05-10 13:22:00,1,426.6,213,2,1,2,212,5,Hibernating
14289,2011-12-01 11:44:00,6,911.26,9,4,3,3,433,10,Champion
14290,2011-11-28 14:02:00,8,4516.56,11,4,4,4,444,12,Champion
14291,2011-12-08 10:26:00,23,7904.1,2,4,4,4,444,12,Champion
14292,2011-12-02 11:50:00,16,9226.25,8,4,4,4,444,12,Champion
14293,2011-12-06 15:17:00,9,3267.9300000000003,3,4,4,4,444,12,Champion
14294,2010-10-28 16:25:00,1,375.34,407,1,1,2,112,4,Lost
14295,2011-10-30 15:50:00,5,2362.91,40,3,3,4,334,10,Loyal
14296,2010-10-14 14:14:00,2,456.40000000000003,421,1,2,2,122,5,Lost
14297,2011-11-22 09:06:00,4,1305.33,18,4,3,3,433,10,Champion
14298,2011-12-01 13:12:00,82,91194.49,8,4,4,4,444,12,Champion
14299,2011-12-01 16:05:00,27,14499.49,8,4,4,4,444,12,Champion
14300,2011-11-21 08:57:00,1,43.2,19,4,1,1,411,6,New Customer
14301,2011-08-14 15:33:00,4,1992.18,117,2,3,3,233,8,Cannot Lose
14302,2010-10-05 08:10:00,3,742.9000000000001,431,1,2,2,122,5,Lost
14303,2010-10-28 15:37:00,2,277.94,407,1,2,1,121,4,Lost
14304,2011-05-01 11:50:00,3,1725.01,223,2,2,3,223,7,Hibernating
14305,2011-09-29 15:29:00,3,1858.96,71,3,2,3,323,8,Potential Loyal
14306,2011-10-19 13:23:00,6,3151.4,51,3,3,4,334,10,Loyal
14307,2011-09-12 09:38:00,10,5071.03,89,3,4,4,344,11,Loyal
14308,2010-06-08 16:48:00,2,1147.02,549,1,2,3,123,6,Lost
14309,2011-12-01 13:33:00,11,3780.81,8,4,4,4,444,12,Champion
14310,2010-10-03 12:34:00,1,492.1,433,1,1,2,112,4,Lost
14311,2011-04-11 10:14:00,2,516.45,243,2,2,2,222,6,Hibernating
14312,2011-10-24 09:46:00,11,3090.29,47,3,4,4,344,11,Loyal
14314,2011-08-25 10:39:00,2,229.8,107,2,2,1,221,5,Hibernating
14315,2011-10-26 12:06:00,8,3197.82,45,3,4,4,344,11,Loyal
14316,2010-10-13 16:31:00,5,1370.34,422,1,3,3,133,7,Cannot Lose
14317,2011-10-06 10:44:00,1,508.58000000000004,65,3,1,2,312,6,Lost
14318,2010-09-05 15:32:00,1,158.02,460,1,1,1,111,3,Lost
14319,2010-10-11 13:38:00,1,494.85,424,1,1,2,112,4,Lost
14320,2011-05-17 09:24:00,5,1346.75,207,2,3,3,233,8,Cannot Lose
14321,2011-11-29 09:47:00,7,2218.06,11,4,3,4,434,11,Champion
14322,2010-10-06 15:17:00,4,474.1,429,1,3,2,132,6,At Risk
14323,2011-08-17 11:37:00,2,605.0600000000001,115,2,2,2,222,6,Hibernating
14324,2010-10-26 11:44:00,2,701.61,410,1,2,2,122,5,Lost
14325,2010-05-19 09:20:00,1,245.48000000000002,570,1,1,1,111,3,Lost
14326,2011-04-11 15:04:00,3,940.98,242,2,2,3,223,7,Hibernating
14327,2011-06-29 13:58:00,6,1894.93,163,2,3,3,233,8,Cannot Lose
14328,2010-09-27 16:01:00,1,445.05,438,1,1,2,112,4,Lost
14329,2011-11-22 15:50:00,15,9927.22,17,4,4,4,444,12,Champion
14330,2010-03-26 09:10:00,1,200.63,624,1,1,1,111,3,Lost
14331,2011-08-07 13:17:00,2,462.65999999999997,124,2,2,2,222,6,Hibernating
14332,2011-11-17 11:54:00,5,1943.51,23,4,3,3,433,10,Champion
14333,2011-10-03 10:38:00,1,415.2,68,3,1,2,312,6,Lost
14334,2011-11-23 10:01:00,12,4318.48,17,4,4,4,444,12,Champion
14336,2011-11-23 11:40:00,4,1614.91,17,4,3,3,433,10,Champion
14338,2011-07-01 14:08:00,3,928.1,161,2,2,3,223,7,Hibernating
14339,2011-04-11 11:06:00,2,620.27,243,2,2,2,222,6,Hibernating
14340,2011-05-05 09:44:00,1,134.7,219,2,1,1,211,4,Hibernating
14341,2011-10-25 15:48:00,18,4467.32,45,3,4,4,344,11,Loyal
14342,2011-11-18 13:21:00,6,918.44,21,4,3,3,433,10,Champion
14343,2010-10-14 13:05:00,4,1088.91,421,1,3,3,133,7,Cannot Lose
14344,2011-08-04 13:51:00,20,3333.7000000000003,127,2,4,4,244,10,Cannot Lose
14345,2011-11-01 09:51:00,1,108.97999999999999,39,3,1,1,311,5,Lost
14346,2011-08-11 09:47:00,5,2315.75,121,2,3,4,234,9,Cannot Lose
14347,2009-12-03 10:49:00,1,82.6,737,1,1,1,111,3,Lost
14348,2011-03-24 16:23:00,1,409.57,260,2,1,2,212,5,Hibernating
14349,2011-11-29 15:39:00,1,133.5,10,4,1,1,411,6,New Customer
14350,2011-03-10 14:14:00,3,972.03,274,2,2,3,223,7,Hibernating
14351,2011-06-28 11:56:00,1,51.0,165,2,1,1,211,4,Hibernating
14352,2011-07-05 15:41:00,4,1078.96,157,2,3,3,233,8,Cannot Lose
14353,2011-05-08 16:06:00,3,376.5,215,2,2,2,222,6,Hibernating
